Title,Podcaster,Author,Chapters,Status,Time,Ship or Main Character,Link,Spotify/stream,Third Link,FANDOM NAME,,Date Podfic Published/Updated,Date Fic Published,,SHIP NAME,Ship or Main Character,COUNTA of Ship or Main Character
A Ribbon at a Time,"Cailynwrites, JocundaSykes, Ravin",nanneramma,oneshot,complete,0-15 mins,Lavender Brown/Hermione Granger,https://archiveofourown.org/works/56265847,,,,,,,,,,
a rock and a hard place,inmyownlittle_podfic_corner,inmyownlittlecorner,oneshot,complete,15-60 mins,Petunia Evans Dursley,https://archiveofourown.org/works/42316587,,,,,,,,,,
A Run in Tights,Opalsong,jenna_thorn,oneshot,complete,15-60 mins,Harry Potter,https://archiveofourown.org/works/500017,,,,,,,,,,
"A Safe, Devoted Darkness",EllaMcSmellBella,HeyJude19,8 of 8,complete,1-5 hours,Hermione Granger/Draco Malfoy,https://archiveofourown.org/works/42352986,https://open.spotify.com/episode/0jCdWf0SLLxE4Hj1Quklcd?si=5d96d06037fc4bb9,,Dramione,,,,,,,
"a sanctuary, safe and strong (i’ll be there for you)",Eiriee,simonspeaks,oneshot,complete,0-15 mins,Neville Longbottom & Ginny Weasley,https://archiveofourown.org/works/26630332,,,,,,,,,,
A Scottish Winter,magsmagicalnightmare,acGranger,oneshot,complete,15-60 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/43066434,,,Drarry,,,,,,,
A Season for Setting Fires,"Cailynwrites, ETL_Echo_Audiobooks",mightbewriting,31 of 31,complete,10+ hours,Hermione Granger/Draco Malfoy,https://archiveofourown.org/works/44790424,,,Dramione,,,,,,,
A Second Look,The Dramione Archives,RiverWriter,30 of 30,complete,10+ hours,Hermione Granger/Draco Malfoy,https://archiveofourown.org/works/54912931,https://open.spotify.com/playlist/0P8xRXpSX6mIYtlZ9tF6C1?go=1&sp_cid=e5aa74cf9f6c0ef5d4558bd73fc5f488&utm_source=embed_player_p&utm_medium=desktop,,Dramione,,,,,,,
A shop sign,bluedreaming,a_reader_and_writer,oneshot,complete,0-15 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/28206303,,,Drarry,,,,,,,
A Short Summary of Things That Are James Potter's Fault,Tipsy_Kitty,xylodemon,oneshot,complete,0-15 mins,Sirius Black/Remus Lupin,https://archiveofourown.org/works/17257499,,,Wolfstar,,,,,,,
A Short Summary of Things That Are James Potter's Fault,Annapods,xylodemon,oneshot,complete,0-15 mins,Sirius Black/Remus Lupin,https://archiveofourown.org/works/17324564,,,Wolfstar,,,,,,,
A Short Summary of Things That Are James Potter's Fault,EllaMcSmellBella,xylodemon,oneshot,complete,0-15 mins,Sirius Black/Remus Lupin,https://archiveofourown.org/works/44291228,https://open.spotify.com/episode/2IK8IjWCfLzthI9TKyzaLk?si=514db7bded674134,,Wolfstar,,,,,,,
A Slow Cruel Descent,EllaMcSmellBella,senlinyu,oneshot,complete,15-60 mins,Hermione Granger/Draco Malfoy,https://archiveofourown.org/works/45392509,https://open.spotify.com/episode/2cDUQNa1hYjxiPHCRtZaPu?si=c222cc153fb34d9a,,Dramione,,,,,,,
A Small Portrait of a Young Child,Ferith12,Ferith12,oneshot,complete,0-15 mins,Regulus Black & Sirius Black,https://archiveofourown.org/works/37026049,,,,,,,,,,
A Small Present,EllaMcSmellBella,Musyc,oneshot,complete,0-15 mins,Hermione Granger/Draco Malfoy,https://archiveofourown.org/works/43341282,https://open.spotify.com/episode/14NcYHxRfACuM9ESbcoIIh?si=72a74f4906fa4b50,,Dramione,,,,,,,
A small step for a boy,sweaters_in_the_summer,SerenaEW,oneshot,complete,0-15 mins,Harry Potter & Severus Snape,https://archiveofourown.org/works/56055427,,,,,,,,,Dudley Dursley,3
A small step for a boy,sweaters_in_the_summer,SerenaEW,oneshot,complete,15-60 mins,Harry Potter & Severus Snape,https://archiveofourown.org/works/56055427,,,,,,,,,,
a snake in the den,legonerd,dirgewithoutmusic,oneshot,complete,0-15 mins,Hermione Granger & Harry Potter & Ron Weasley,https://archiveofourown.org/works/26935666,,,,,,,,,,
A Specter of The Night,Writer_or_Whatever,Writer_or_Whatever,oneshot,complete,0-15 mins,Sirius Black/Remus Lupin,https://archiveofourown.org/works/14458176,,,Wolfstar,,,,,,,
A Stake of Holly Through His Heart,"Beatificbean, ETL_Echo_Audiobooks",LovesBitca8,oneshot,complete,15-60 mins,Hermione Granger/Draco Malfoy,https://archiveofourown.org/works/41137725,,,Dramione,,,,,,,
A Stormy Night,crazybutgood,curlyy_hair_dont_care,oneshot,complete,0-15 mins,Sirius Black/Remus Lupin,https://archiveofourown.org/works/31937860,,,Wolfstar,,,,,,,
A Stranger Walk Into A Bar - TTS,BurningAurora / Wolfstar Podfics,weightyghosts,oneshot,complete,15-60 mins,Sirius Black/Remus Lupin,https://archiveofourown.org/works/52633804,https://open.spotify.com/episode/5Za1kJmYHVQdglfBXHSsmY?si=349a2a864296496f,,Wolfstar,,,,,,,
A Study of Resonance,Billyballz,mymovingfingerwrites,3 of 38,in progress,in progress,Percy Weasley,https://archiveofourown.org/works/53841925,,,,,,,,,,
A Sudden Change,"JocundaSykes, petrodobreva",sugareey,oneshot,complete,0-15 mins,Cho Chang/Ginny Weasley,https://archiveofourown.org/works/56135680,,,,,,,,,,
A Sudden Change,Ravin,sugareey,oneshot,complete,0-15 mins,Cho Chang/Ginny Weasley,https://archiveofourown.org/works/56266522,,,,,,,,,,
A Suitable Distraction,"JocundaSykes, Kittona",doshu,oneshot,complete,0-15 mins,Luna Lovegood/Narcissa Black Malfoy,https://archiveofourown.org/works/56264515,,,,,,,,,,
"A swagger, a twinkle, and a fine arse on a broom",sisi_rambles,Woldy,oneshot,complete,0-15 mins,Madam Hooch/Nymphadora Tonks,https://archiveofourown.org/works/459677,,,,,,,,,,
"a symphony, undone",EliseDonut,volunteer_of_hufflepuff,oneshot,complete,0-15 mins,Percy Weasley,https://archiveofourown.org/works/49725538,,,,,,,,,,
A tad too dramatic,Thunder_of_Dragons,gnarf,oneshot,complete,0-15 mins,Draco Malfoy/Harry Potter,https://archive.org/details/podfic_a_tad_too_dramatic_by_gnarf,,,Drarry,,,,,,,
A Tale of Two Tents,"Cailynwrites, ETL_Echo_Audiobooks",who_la_hoop,oneshot,complete,1-5 hours,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/44268982,,,Drarry,,,,,,,
a taste so good (i'd die for it),lumosauxnight,RenderedReversed,oneshot,complete,15-60 mins,Harry Potter/Tom Riddle,https://archiveofourown.org/works/42441999,,,Tomarry,,,,,,,
A Thing Without Feathers,The Dramione Archives,senlinyu,5 of 5,complete,1-5 hours,Hermione Granger/Draco Malfoy,,https://open.spotify.com/episode/2yQqVgwV5oEHkwOkau8C9Z?si=e354a0ebdd2d46d6,,Dramione,,,,,,,
A Thought of Grief,lofi_beats,Lirin,oneshot,complete,15-60 mins,Malfoy Family,https://archiveofourown.org/works/11585274,,,,,,,,,,
A Thousand Words,SEP FanFic Readings,olivejuice28,64 of 64,complete,10+ hours,Hermione Granger/Draco Malfoy,https://archiveofourown.org/works/54089311,,,Dramione,,,,,,,
A Time to Remember,TheStoryteller4,Stein048,TBD,TBD,N/A,Hermione Granger/Draco Malfoy,https://archiveofourown.org/works/55043950,,looks like they haven't started recording yet?,Dramione,,,,,,,
A Toast to Lord Voldemort,codeswitch,magnetic_pole,oneshot,complete,15-60 mins,Augusta Longbottom/Minerva McGonagall,https://archiveofourown.org/works/2596805,,,,,,,,,,
"A Triolet for Rainy Days, DLM",PhenomenalAsterisk,Vukovich,oneshot,complete,0-15 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/30903257,,,Drarry,,,,,,,
A Trunk Full of Chaos,RoastedOats,anonymousmagpie,4 of ?,completeish,10+ hours,Harry Potter,https://archiveofourown.org/works/41989503,,,,,,,,,,
a very educational lesson in revenge,Dexiha,bisexualronaldweasley,oneshot,complete,0-15 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/34160821,,,Drarry,,,,,,,
A Very Harry Christmas,Rindle,orphan_account,oneshot,complete,0-15 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/20461919,,,Drarry,,,,,,,
A Very Puppy Christmas,Angie,looneylizzie,oneshot,complete,0-15 mins,Harry Potter,https://fanfictionaudiobooks.tumblr.com/post/154912131394,,,,,,,,,,
A Very Weasley Christmas,EllaMcSmellBella,flyingisabetterwordforfalling,oneshot,complete,0-15 mins,Harry Potter & Weasley Family,https://archiveofourown.org/works/43407564,https://open.spotify.com/episode/7xXrVTNbz3eiL3qLuhLOgB?si=e04d54c6b5eb4849,,,,,,,,,
A Volatile Mix,fire_juggler,Leela,oneshot,complete,0-15 mins,Harry Potter/Severus Snape,https://archiveofourown.org/works/309656,,,Snarry,,,,,,,
A walk in the forest (First year),Through the Trapdoor,NaginiWillKill,oneshot,complete,15-60 mins,Draco Malfoy/Harry Potter,,https://open.spotify.com/episode/5xSk3gJ6iQNH6SZsKzKfKS?si=d419eb118f6948b7,,Drarry,,,,,,,
A Weary Man,thejitterbug,thejitterbug,oneshot,complete,0-15 mins,Sirius Black/Remus Lupin,https://archiveofourown.org/works/480980,,,Wolfstar,,,,,,,
A Web of Desire: How It’s Always Been,rsbarelle,rsbarelle,oneshot,complete,0-15 mins,Barty Crouch Jr./Evan Rosier,https://archiveofourown.org/works/42952554,,,Rosekiller,,,,,,,
A Week of Coming Out,sisi_rambles,katmarajade,oneshot,complete,0-15 mins,Ginny Weasley,https://archiveofourown.org/works/2331275,,,,,,,,,,
a western movie,Straynyx,rayfelle,oneshot,complete,15-60 mins,Jasper Hale/Harry Potter,https://archiveofourown.org/works/35295289,,,,,,,,,,
A Winter Wish,joan_waterhouse,vaysh,oneshot,complete,15-60 mins,Draco Malfoy/Harry Potter,https://hp-podfic-fest.livejournal.com/8421.html,,,Drarry,,,,,,,
A Winterfic Story,ashata,lumosinlove,oneshot,complete,0-15 mins,Sirius Black/Remus Lupin,https://archiveofourown.org/works/43620048,,,Wolfstar,,,,,,,
A Wish Come True,inmyownlittle_podfic_corner,KasmiAnn,oneshot,complete,0-15 mins,Draco Malfoy/Fred Weasley,https://archiveofourown.org/works/44792023,,,,,,,,,,
A Witch’s Wedding,ETL_Echo_Audiobooks,senlinyu,oneshot,complete,0-15 mins,Hermione Granger/Draco Malfoy,https://archiveofourown.org/works/41138394,,,Dramione,,,,,,,
A Wizard in Central,"Opalsong, Syr","Opalsong, Syr",oneshot,complete,1-5 hours,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/16064861,,,Drarry,,,,,,,
A Wizard's Memory,Takola,ravenna_c_tan,oneshot,complete,15-60 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/437628,,,Drarry,,,,,,,
A Woman of Independent Means,meems_toanend,PacificRimbaud,oneshot,complete,15-60 mins,Hermione Granger/Draco Malfoy,https://archiveofourown.org/works/51474349,https://open.spotify.com/episode/1HAira7I9KYJtnWeusZY1b?si=89dd532250cd4555,,Dramione,,,,,,,
A Woman's Place: Emmeline,FanficTalk Podfics,kuusi palaa,oneshot,complete,15-60 mins,Emmeline Vance,,https://open.spotify.com/episode/3YVoLQON4XLhte7Z0sGYl0?si=TcFm7TrBTWejpa77-6hD4Q,,,,,,,,,
A World Without,SumthinClever,SumthinClever,oneshot,complete,0-15 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/34070779,,,Drarry,,,,,,,
A Worried Father at Number 4 Privet Drive,Verified_Solipsism,Verified_Solipsism,oneshot,complete,0-15 mins,Dudley Dursley/OFC,https://archiveofourown.org/works/44722216,,,,,,,,,,
A Year and A Day,Darkcat reads Dramione,AMLKoko,86 of 86,complete,30+ hours,Hermione Granger/Draco Malfoy,,https://open.spotify.com/episode/74NIvCJrFtepMjBD7l6EpD?si=bed56204bef849f5,,Dramione,,,,,,,
A Year Like None Other,Tenacious_Minds,Aspeninthesunlight,9 of 96,in progress,in progress,Harry Potter,https://archiveofourown.org/works/48402844,,,,,,,,,,
Abner of Astlegate's Most Splendid Pox,xinasvoice,sheafrotherdon,oneshot,complete,15-60 mins,Sirius Black/Remus Lupin,https://archiveofourown.org/works/17158523,,,Wolfstar,,,,,,,
Abner of Astlegate's Most Splendid Pox,RsCreighton,sheafrotherdon,oneshot,complete,15-60 mins,Sirius Black/Remus Lupin,https://archiveofourown.org/works/8997085,,,Wolfstar,,,,,,,
Absinthe,Snamione Reads,Aurette,7 of 7,complete,1-5 hours,Hermione Granger/Severus Snape,,https://open.spotify.com/episode/0YjR5kha1nmd63ROXqizYG?si=c95c75aafe314c0b,,Snamione,,,,,,,
Absolutely Mental,codeswitch,Kettricken,oneshot,complete,0-15 mins,Harry Potter,https://archiveofourown.org/works/6488914,,,,,,,,,,
Abydos,fire_juggler,Leela,oneshot,complete,0-15 mins,Madam Hooch/Narcissa Black Malfoy,https://archiveofourown.org/works/2322095,,,,,,,,,,
Accept the Extraordinary,fire_juggler,RoozetteR,oneshot,complete,15-60 mins,Luna Lovegood/Nymphadora Tonks,https://archiveofourown.org/works/372319,,,,,,,,,,
Accidental Proposal,SEPFanficReadings,CJRed,36 of 36,complete,10+ hours,Hermione Granger/Draco Malfoy,https://www.youtube.com/watch?v=_a7-KJ5eQQA&ab_channel=SEPFanFicReadings,https://archiveofourown.org/works/53966212,,Dramione,,,,,,,
Accidentally on Purpose,peaceinpanem,aibidil,oneshot,complete,15-60 mins,Scorpius Malfoy/Albus Severus Potter,https://archiveofourown.org/works/49260658,,,Scorbus,,,,,,,
Across the pond,nockout,blue_string_pudding,oneshot,complete,0-15 mins,Harry Potter,https://archiveofourown.org/works/31148606,,,,,,,,,,
Across the Universe,wilfriede0815,mira mirth,oneshot,complete,15-60 mins,James Potter,https://archiveofourown.org/works/54885922,,,,,,,,,,
Act of Contrition,teas_me,RiverTempest,oneshot,complete,0-15 mins,Hermione Granger/Severus Snape,https://archiveofourown.org/works/511042,,,Snamione,,,,,,,
action! adventure!,sylvaine,lalejandra,oneshot,complete,0-15 mins,Draco Malfoy,https://archiveofourown.org/works/635789,,,,,,,,,,
Adeste Fideles,"Cailynwrites, ETL_Echo_Audiobooks",Mad_Maudlin,oneshot,complete,15-60 mins,Draco Malfoy/Ron Weasley,https://archiveofourown.org/works/52416835,,,,,,,,,,
Adrift,semperfiona,dysonrules,oneshot,complete,1-5 hours,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/14030274,,,Drarry,,,,,,,
Adrift,JocundaSykes,nanneramma,oneshot,complete,0-15 mins,Astoria Greengrass/Luna Lovegood,https://archiveofourown.org/works/56266231,,,,,,,,,,
Advanced Defense Against the Dark Arts,the_dragongirl,MiraMira,oneshot,complete,0-15 mins,Ginny Weasley,https://archiveofourown.org/works/10173569,,,,,,,,,,
Advice for Leos,RattleandHum,magpie_fngrl,oneshot,complete,0-15 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/33416410,,,Drarry,,,,,,,
After,DontStopHerPodfics,DontStopHerNow,oneshot,complete,1-5 hours,Sirius Black/Remus Lupin/Lily Evans Potter,https://archiveofourown.org/works/48820309,,,,,,,,,,
After the Battle,artichaud,birdsofshore,oneshot,complete,0-15 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/24381412,,,Drarry,,,,,,,
Aftermath,ventusprinceps,motaarena,oneshot,complete,0-15 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/10278266,,,Drarry,,,,,,,
Aftermath,JocundaSykes,Avioleta,oneshot,complete,1-5 hours,Harry Potter/Severus Snape,https://archiveofourown.org/works/31350713,,,Snarry,,,,,,,
again on a broom,"JocundaSykes, Rindle",fantasyborn,oneshot,complete,0-15 mins,Cho Chang/Pansy Parkinson,https://archiveofourown.org/works/56264008,,,,,,,,,,
against a sure winter,ETL_Echo_Audiobooks,skitter,oneshot,complete,15-60 mins,Hermione Granger/Draco Malfoy,https://archiveofourown.org/works/43757223,,,Dramione,,,,,,,
Against Medi-Wand Advice...,teas_me,curiouslyfic,oneshot,complete,15-60 mins,Draco Malfoy/Albus Severus Potter,https://archiveofourown.org/works/896787,,,,,,,,,,
Ages of Ink,reena_jenkins,copperbadge,oneshot,complete,0-15 mins,Sirius Black/Remus Lupin,https://archiveofourown.org/works/23282797,,,Wolfstar,,,,,,,
Ages of Ink,XandriaNirvana,copperbadge,oneshot,complete,0-15 mins,Sirius Black/Remus Lupin,https://archiveofourown.org/works/5846143,,,Wolfstar,,,,,,,
"AITA for being ""obsessed"" with my childhood nemesis?","bear_hug, Beatificbean, Cailynwrites, chinadoll77, ETL_Echo_Audiobooks, karma_cookie, meggowaffle, NelipotLuna, OfEarth",RainstormRadish,3 of 3,complete,15-60 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/55657318,,,,,,,,,,
Al Potter and His Very Epic Plan,scooterbug8515,Nar,oneshot,complete,0-15 mins,Albus Severus Potter,https://fanfictionaudiobooks.tumblr.com/post/147517388694,,,,,,,,,,
Alexandra Quick series,Sam Gabriel,Inverarity,195 of 195,complete,30+ hours,Original Characters,,https://open.spotify.com/episode/7FA5Qfa4IA4nLGk0WjXjIh?si=ae9b40df982a4ad3,,,,,,,,,
Alive,somberraven,latenightramblings,oneshot,complete,0-15 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/35405866,,,Drarry,,,,,,,
All Hallows Eve,FanficTalk Podfics,MadiMalfoy,oneshot,complete,0-15 mins,Original Kneazle Character,,https://open.spotify.com/episode/29XOrQBTa1UyzTTNJ5xNC1?si=83wMAZ_2ToeyY1INFyb8sg,,,,,,,,,
All I Ever Wanted,EpicOtaku,Samayel,11 of 55,hiatus,N/A,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/4278042,,,Drarry,,,,,,,
All I Have to Do,lastontheboat,fluxweed,oneshot,complete,1-5 hours,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/38447620,,,Drarry,,,,,,,
All I Want For Christmas,rivertempest,deirdre_aithne,oneshot,complete,0-15 mins,Draco Malfoy/Harry Potter,https://hp-podfic-fest.livejournal.com/6466.html,,,Drarry,,,,,,,
All I Want For Christmas (Is For You To Stop Talking),"acari, almost_april, Ang3_N, LLAP115, dagnydecided, EvAEleanor, Flamelikefire, jc647, lastontheboat, LauDH8, MaesterChill, Melcarrianna, millennialgrandma, PhenomenalAsterisk, Thunder_of_Dragons, bluedreaming, Rhyebony, roseszain, SassySaori, somberraven, sweaters_in_the_summer, TheseLittleWonders, wianwriting",Femmequixotic,25 of 25,complete,10+ hours,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/43299069,,,Drarry,,,,,,,
All I want for Christmas is You (Literally),"bear_hug, ETL_Echo_Audiobooks",forgotten_traveler,oneshot,complete,15-60 mins,Hermione Granger/Draco Malfoy,https://archiveofourown.org/works/43758484,,,Dramione,,,,,,,
All I've Ever Known (Is How To Hold My Own),Victoria Rose Black Podfic,Literallyliterary,9 of 31,hiatus,N/A,Draco Malfoy/Pansy Parkinson,,https://open.spotify.com/episode/3wtZegqNoXdJNWIqIg6gHU?si=1e02764a595a42b8,,Dransy,,,,,,,
All Life is Yours to Miss,Originally,Saras_Girl,4 of 4,complete,10+ hours,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/4419794,,,Drarry,,,,,,,
All of Everything,SumthinClever,Albuss,oneshot,complete,0-15 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/40746114,,,Drarry,,,,,,,
All of Me,dreaming_athena,dreaming_athena,oneshot,complete,0-15 mins,Regulus Black/Severus Snape,https://amplificathon.dreamwidth.org/928816.html,,,,,,,,,,
All of my panties have mysteriously disappeared . . .,EtherealTrail,EtherealTrail,oneshot,complete,15-60 mins,Luna Lovegood/OMC,https://archiveofourown.org/works/48256498,,,,,,,,,,
All Our Secrets Laid Bare,Melcarrianna,firethesound,16 of 16,complete,10+ hours,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/36885937,https://archive.org/details/all-our-secrets-laid-bare-podfic,,Drarry,,,,,,,
All Roads Lead Me Back to You,sisi_rambles,musesfool,oneshot,complete,15-60 mins,Sirius Black/Remus Lupin,https://archiveofourown.org/works/21798277,,,Wolfstar,,,,,,,
All The Best Ideas,fire_juggler,writcraft,oneshot,complete,15-60 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/9659597,,,Drarry,,,,,,,
All the Soul-and-Body Scars - TTS,BurningAurora / Wolfstar Podfics,1point21,19 of 19,complete,10+ hours,Sirius Black/Remus Lupin,https://archiveofourown.org/works/46728979,https://open.spotify.com/episode/29Khi53wtOo9NuuSHcIgUY?si=ac49eb7170654a86,,Wolfstar,,,,,,,
All the World Drops Dead,snegurochka_lee,rian219,oneshot,complete,15-60 mins,Remus Lupin/Severus Snape,https://amplificathon.dreamwidth.org/1844151.html,,,Snupin,,,,,,,
All the Young Dudes,antoinette_weasley,MsKingBean89,1 of 188,hiatus,N/A,Sirius Black/Remus Lupin,https://archiveofourown.org/works/33136747,https://www.youtube.com/watch?v=6uRgGAm-jsA&list=PLVQbv8NPAM_m4K9oV4xxG62c-2wU0qOst,,Wolfstar,,,,,,,
All the Young Dudes,Aitana,MsKingBean89,154 of 188,in progress,in progress,Sirius Black/Remus Lupin,,https://open.spotify.com/show/7HkXo8ylxrAFp1NvrtX0nO?si=daafbb8cbab64e2d,,Wolfstar,,,,,,,
All the Young Dudes,Azalea,MsKingBean89,25 of 188,in progress,in progress,Sirius Black/Remus Lupin,,https://open.spotify.com/episode/1jrVNEaHbhOVlPovBwo712?si=ebd6aa2b7a314d69,,Wolfstar,,,,,,,
All the Young Dudes,Connor!!,MsKingBean89,36 of 188,in progress,in progress,Sirius Black/Remus Lupin,,https://open.spotify.com/episode/5FjNd8IIFTZXeOAIv80CKk?si=2eb59be36ebf479e,,Wolfstar,,,,,,,
All the Young Dudes,fanficreads,MsKingBean89,16 of 188,in progress,in progress,Sirius Black/Remus Lupin,,https://open.spotify.com/episode/7CXAt81NK8zvbRl0CmEghS?si=d76c4203bfaf472d,,Wolfstar,,,,,,,
All the Young Dudes,Jared.Shaughnessy,MsKingBean89,25 of 188,in progress,in progress,Sirius Black/Remus Lupin,,https://open.spotify.com/episode/5WBzJ5wZcNI5gZPzlVXsaR?si=365041688b9c4e45,,Wolfstar,,,,,,,
All the Young Dudes,lucymacleann,MsKingBean89,2 of 188,in progress,in progress,Sirius Black/Remus Lupin,,https://open.spotify.com/episode/1TI6eocaklpbukd6DgqdcY?si=375b480f77474f46,,Wolfstar,,,,,,,
All The Young Dudes - Sirius' Perspective,atyd.sirius,Rollercoasterwords,50 of 188,in progress,in progress,Sirius Black/Remus Lupin,,https://open.spotify.com/episode/4jCZ0yZUGcqyeXmJyahJ4j?si=54e0d4c3199742a8,,Wolfstar,,,,,,,
All The Young Dudes - Sirius' Perspective,Emily,Rollercoasterwords,14 of 188,in progress,in progress,Sirius Black/Remus Lupin,,https://open.spotify.com/episode/6gVlslh8wOFWNLUy1vwtcM?si=c9e80618dd1f4a35,,Wolfstar,,,,,,,
All The Young Dudes - Sirius' Perspective,Kayla,Rollercoasterwords,47 of 188,in progress,in progress,Sirius Black/Remus Lupin,,https://open.spotify.com/show/4B7hec8FDjOVymn3GhcNjf?si=69eedd2c14b64d3a,,Wolfstar,,,,,,,
All The Young Dudes - Sirius' Perspective,Sylvester,Rollercoasterwords,114 of 188,in progress,in progress,Sirius Black/Remus Lupin,,https://open.spotify.com/show/5qB5NX9iz1OAAFZmtUhSRv?si=9ee7c472b65f4aad,,Wolfstar,,,,,,,
All The Young Dudes & ATYD Sirius Perspective,indigenous_baddie,"MsKingBean89, Rollercoasterworlds",14 of 188,in progress,in progress,Sirius Black/Remus Lupin,https://archiveofourown.org/works/52223593,https://open.spotify.com/episode/29gupdbvPF6XH8Gc4mLo9Q?si=59e46dc9cc984726,,Wolfstar,,,,,,,
"All The Young Dudes: prologue, extra chapters, Sirius Perspective",Gili Avitan,"MsKingBean89, Rollercoasterwords",63 of 188,in progress,in progress,Sirius Black/Remus Lupin,,https://open.spotify.com/episode/1S6DDjVJjomLGfYtYQSkvI?si=22059513c9ad4030,,Wolfstar,,,,,,,
